block_id,slice_id,filename,tree_pos,slice_number,Unnamed: 0,x,y,z_slice,color,r,g,b,xlim,ylim,pin_nhash_id,polygon_nhash_id,atlas_id,local_name,slab_nhash_id,donor_nhash_id,slab_name,donor_name,pin_MRI_x,pin_MRI_y,pin_HCP_x,pin_HCP_y,pin_HCP_z,pin_MNI_x,pin_MNI_y,pin_MNI_z,polygon_area,polygon_volume(mm^3)
B3,112360683,slice_392.png,391,1752,RI-FBEKFF173395,973,483,1752,FUCHSIA,255,0,255,1580,1060,RI-IJEJBD680187,RI-FBEKFF173395,265297126,H18.30.002.10x.A40,SL-KFFCPR489021,DO-KFFC4890,H18.30.002.CX.50,H18.30.002,160,272,62,196,188,62,196,188,4236,259
B2,111257757,slice_217.png,216,978,RI-UQRSRV185782,835,449,978,FUCHSIA,255,0,255,1292,940,RI-KKHIHH685237,RI-UQRSRV185782,265297126,H19.30.002.CX46.A46,SL-RLQJWR866652,DO-RLQJ8666,H19.30.002.CX.46,H19.30.002,167,237,90,293,217,90,293,217,27373.5,456
B2,112282659,slice_265.png,264,1197,RI-YRZUVS662835,398,1113,1197,FUCHSIA,255,0,255,1392,1012,RI-RPSRTU385491,RI-YRZUVS662835,265297126,H19.30.002.10x.Pir,SL-RLQJDG866647,DO-RLQJ8666,H19.30.002.CX.47,H19.30.002,310,115,151,274,121,151,274,121,1268,23
B2,112282831,slice_308.png,307,1389,RI-NQKRKL555447,414,958,1389,FUCHSIA,255,0,255,1501,1103,RI-IHJLMI973161,RI-NQKRKL555447,265297126,H19.30.002.10x.GPe,SL-RLQJNI866689,DO-RLQJ8666,H19.30.002.CX.48,H19.30.002,261,123,151,246,146,151,246,146,25552.5,487
B3,112360837,slice_355.png,354,1600,RI-KIPONK193342,313,915,1600,FUCHSIA,255,0,255,1564,1114,RI-NKQRMJ198388,RI-KIPONK193342,265297126,H19.30.002.10x.VLN.003,SL-RLQJWW866674,DO-RLQJ8666,H19.30.002.CX.50,H19.30.002,241,95,148,217,149,148,217,149,36958.5,669
B3,112360771,slice_368.png,367,1664,RI-INNKFL119448,176,954,1664,FUCHSIA,255,0,255,1505,1108,RI-JNMNKR865835,RI-INNKFL119448,265297126,H19.30.002.10x.PTR,SL-RLQJHH866663,DO-RLQJ8666,H19.30.002.CX.51,H19.30.002,268,60,170,228,131,170,228,131,13509,228
B3,112360683,slice_392.png,391,1752,RI-BIEGFC790037,97,594,1752,FUCHSIA,255,0,255,1580,1060,RI-AWZUWY335316,RI-BIEGFC790037,265297126,H19.30.002.10x.A29-A30,SL-RLQJLL866617,DO-RLQJ8666,H19.30.002.CX.52,H19.30.002,176,53,171,182,201,171,182,201,2894,53
B2,112282739,slice_284.png,283,1297,RI-AYXZVY480993,237,1140,1297,FUCHSIA,255,0,255,1419,1067,RI-TQRPOP329094,RI-AYXZVY480993,265297126,H19.30.001.10x.CMN,SL-HBBUDD135255,DO-HBBU1352,H19.30.001.CX.47,H19.30.001,314,75,164,252,115,164,252,115,27460.5,650
B3,112360771,slice_368.png,367,1664,RI-KEGIII462752,78,951,1664,FUCHSIA,255,0,255,1505,1108,RI-LPPLQR197949,RI-KEGIII462752,265297126,H19.30.001.10x.PAG,SL-HBBUTY135243,DO-HBBU1352,H19.30.001.CX.50,H19.30.001,266,38,201,222,121,201,222,121,14199,269
B2,111257849,slice_232.png,231,1042,RI-GJIHLG219524,161,929,1042,FUCHSIA,255,0,255,1296,890,RI-CDKGHI632686,RI-GJIHLG219524,265297126,H19.30.001.10x.NAC,SL-HBBUPU135265,DO-HBBU1352,H19.30.001.CX.45,H19.30.001,287,66,170,290,136,170,290,136,28489,543
B2,111257849,slice_232.png,231,1042,RI-BCBFIB283867,161,929,1042,FUCHSIA,255,0,255,1296,890,RI-CDKGHI632686,RI-BCBFIB283867,265297126,H19.30.001.CX45.NAC,SL-HBBUPU135265,DO-HBBU1352,H19.30.001.CX.45,H19.30.001,287,66,170,294,134,170,294,134,16198,308
B2,112282627,slice_258.png,257,1165,RI-SUXPXT679212,132,927,1165,FUCHSIA,255,0,255,1344,1001,RI-YZBZDZ804464,RI-SUXPXT679212,265297126,H19.30.001.10x.BNST,SL-HBBUVP135290,DO-HBBU1352,H19.30.001.CX.46,H19.30.001,270,52,185,272,147,185,272,147,24102,306
B5,112364271,slice_517.png,516,2338,RI-YBUTVX371610,462,549,2338,GREEN,0,128,0,1564,1007,RI-ZCEABA894893,RI-YBUTVX371610,265297126,H18.30.002.10x.V1C,SL-KFFCTU489045,DO-KFFC4890,H18.30.002.CX.55,H18.30.002,171,126,152,123,156,152,123,156,23382.5,1653
B5,112364339,slice_500.png,499,2270,RI-RMRMSO346747,244,478,2270,GREEN,0,128,0,1542,1067,RI-MRMJIL935722,RI-RMRMSO346747,265297126,H18.30.002.10x.V2,SL-KFFCWW489030,DO-KFFC4890,H18.30.002.CX.54,H18.30.002,154,73,170,121,174,170,121,174,5527,340
B1,102291577,slice_152.png,151,678,RI-MKIOLM219265,255,461,678,GREEN,0,128,0,1150,886,RI-NNKILJ295263,RI-MKIOLM219265,265297126,H19.30.002.10x.A32,SL-RLQJII866689,DO-RLQJ8666,H19.30.002.CX.43,H19.30.002,197,88,163,334,181,163,334,181,36785,404
B3,112360771,slice_368.png,367,1664,RI-JKIIOJ655569,584,721,1664,GREEN,0,128,0,1505,1108,RI-HLCELE815674,RI-JKIIOJ655569,265297126,H19.30.002.10x.A1C.004,SL-RLQJHH866663,DO-RLQJ8666,H19.30.002.CX.51,H19.30.002,207,165,127,198,171,127,198,171,65967,1117
B4,112363012,slice_462.png,461,2079,RI-XDBBAD470336,295,232,2079,GREEN,0,128,0,1583,1031,RI-BGJCAI827398,RI-XDBBAD470336,265297126,H19.30.002.10x.A7,SL-RLQJWU866623,DO-RLQJ8666,H19.30.002.CX.55,H19.30.002,81,93,164,114,247,164,114,247,23943,351
B3,112360771,slice_368.png,367,1664,RI-ZBBCFC592642,461,1062,1664,GREEN,0,128,0,1505,1108,RI-HDLFCI802258,RI-ZBBCFC592642,265297126,H19.30.001.10x.DGR-CA4Rpy,SL-HBBUTY135243,DO-HBBU1352,H19.30.001.CX.50,H19.30.001,293,132,139,218,119,139,218,119,9059.5,171
B4,112363126,slice_434.png,433,1967,RI-SOPRSW895870,861,327,1967,GREEN,0,128,0,1576,1116,RI-TOOSSV537798,RI-SOPRSW895870,265297126,H19.30.001.10x.A40,SL-HBBUTT135271,DO-HBBU1352,H19.30.001.CX.52,H19.30.001,110,232,78,147,218,78,147,218,27302,437
B2,111257553,slice_169.png,168,782,RI-ZRRUYA465443,828,536,782,INDIGO,75,0,130,1152,892,RI-BAGXXX365869,RI-ZRRUYA465443,265297126,H19.30.002.10x.A44-A45,SL-RLQJIB866650,DO-RLQJ8666,H19.30.002.CX.44,H19.30.002,216,231,90,315,179,90,315,179,216470.5,3355
B3,112360888,slice_344.png,343,1552,RI-JQRQML407714,545,1380,1552,INDIGO,75,0,130,1507,1075,RI-KRNKOO423757,RI-JQRQML407714,265297126,H19.30.002.10x.ITG,SL-RLQJQV866644,DO-RLQJ8666,H19.30.002.CX.49,H19.30.002,360,153,121,242,51,121,242,51,5604.5,97
B4,112363270,slice_398.png,397,1823,RI-WRVAUX809709,1021,575,1823,INDIGO,75,0,130,1552,1112,RI-VZYVWS290177,RI-WRVAUX809709,265297126,H19.30.002.10x.A40,SL-RLQJLL866617,DO-RLQJ8666,H19.30.002.CX.52,H19.30.002,165,269,65,199,184,65,199,184,12744,236
B2,112282739,slice_284.png,283,1297,RI-PMTMRL593954,436,1156,1297,INDIGO,75,0,130,1419,1067,RI-PROLNS612309,RI-PMTMRL593954,265297126,H19.30.001.10x.La,SL-HBBUDD135255,DO-HBBU1352,H19.30.001.CX.47,H19.30.001,317,124,148,259,108,148,259,108,1384,32
B5,112364372,slice_492.png,491,2238,RI-DEDAAF382044,253,515,2238,INDIGO,75,0,130,1643,1112,RI-EJCFDD764453,RI-DEDAAF382044,265297126,H19.30.001.CX55.PSC,SL-HBBUCK135253,DO-HBBU1352,H19.30.001.CX.55,H19.30.001,140,62,185,128,212,185,128,212,25890.5,347
B5,112364291,slice_512.png,511,2318,RI-VRWWWY178689,288,657,2318,INDIGO,75,0,130,1537,1006,RI-KKMLHF611733,RI-VRWWWY178689,265297126,H19.30.001.CX56.V2,SL-HBBUJC135260,DO-HBBU1352,H19.30.001.CX.56,H19.30.001,206,86,164,137,136,164,137,136,19740,259
B2,112282579,slice_248.png,247,1117,RI-ZCDFDB580786,207,1107,1117,KHAKI,240,230,140,1320,980,RI-XBCZXB930978,RI-ZCDFDB580786,265297126,H18.30.002.10x.AON,SL-KFFCNK489015,DO-KFFC4890,H18.30.002.CX.46,H18.30.002,322,74,164,288,115,164,288,115,8268,494
B2,112282707,slice_277.png,276,1261,RI-GDDEFE672207,241,803,1261,KHAKI,240,230,140,1402,1112,RI-DFFGGG323417,RI-GDDEFE672207,265297126,H18.30.002.10x.VA,SL-KFFCYT489056,DO-KFFC4890,H18.30.002.CX.47,H18.30.002,242,65,164,260,167,164,260,167,9618,589
B3,112360965,slice_326.png,325,1476,RI-FHFCCI550369,142,738,1476,KHAKI,240,230,140,1484,1108,RI-ABYCEY772171,RI-FHFCCI550369,265297126,H18.30.002.10x.ANC,SL-KFFCMT489071,DO-KFFC4890,H18.30.002.CX.48,H18.30.002,210,59,170,234,178,170,234,178,8324,507
B2,112282831,slice_308.png,307,1389,RI-WXYZUC966154,397,1100,1389,KHAKI,240,230,140,1501,1103,RI-PQXQPT575108,RI-WXYZUC966154,265297126,H19.30.002.10x.CEN,SL-RLQJNI866689,DO-RLQJ8666,H19.30.002.CX.48,H19.30.002,297,113,151,252,110,151,252,110,7346.5,140
B3,112360837,slice_355.png,354,1600,RI-NLLLTU921087,494,1127,1600,KHAKI,240,230,140,1564,1114,RI-QQMRQQ540993,RI-NLLLTU921087,265297126,H19.30.002.10x.CA2-3,SL-RLQJWW866674,DO-RLQJ8666,H19.30.002.CX.50,H19.30.002,292,139,139,218,120,139,218,120,6381,115
B3,112360771,slice_368.png,367,1664,RI-EXFDAD324450,468,1080,1664,KHAKI,240,230,140,1505,1108,RI-GINJKG397102,RI-EXFDAD324450,265297126,H19.30.002.10x.Rostral DG-CA4,SL-RLQJHH866663,DO-RLQJ8666,H19.30.002.CX.51,H19.30.002,298,133,139,218,106,139,218,106,6389.5,108
B2,112282739,slice_284.png,283,1297,RI-MONTOL870413,89,1060,1297,KHAKI,240,230,140,1419,1067,RI-ABYYXW675474,RI-MONTOL870413,265297126,H19.30.001.10x.HTHso-HTHtub,SL-HBBUDD135255,DO-HBBU1352,H19.30.001.CX.47,H19.30.001,295,43,201,261,128,201,261,128,1287.5,30
B3,112360965,slice_326.png,325,1476,RI-IJKDDD682451,575,949,1476,KHAKI,240,230,140,1484,1108,RI-FGNJIN185358,RI-IJKDDD682451,265297126,H19.30.001.10x.Cla,SL-HBBUWX135273,DO-HBBU1352,H19.30.001.CX.48,H19.30.001,259,160,122,228,133,122,228,133,16266.5,271
B3,112360849,slice_353.png,352,1588,RI-TMLNLQ593174,199,900,1588,KHAKI,240,230,140,1502,1139,RI-YDWUUC391996,RI-TMLNLQ593174,265297126,H19.30.001.10x.CM-Pf,SL-HBBUCZ135225,DO-HBBU1352,H19.30.001.CX.49,H19.30.001,253,63,164,226,147,164,226,147,27112,423
B3,112360771,slice_368.png,367,1664,RI-SURRSU662780,364,975,1664,KHAKI,240,230,140,1505,1108,RI-TMSOOS152552,RI-SURRSU662780,265297126,H19.30.001.10x.LG,SL-HBBUTY135243,DO-HBBU1352,H19.30.001.CX.50,H19.30.001,273,108,151,218,125,151,218,125,12381.5,234
B2,112282579,slice_248.png,247,1117,RI-BTBVVT624383,492,1011,1117,LIGHTPINK,255,182,193,1320,980,RI-NNOKLJ971915,RI-BTBVVT624383,265297126,H18.30.002.10x.FI,SL-KFFCNK489015,DO-KFFC4890,H18.30.002.CX.46,H18.30.002,300,142,138,291,119,138,291,119,4662,278
B2,112282687,slice_271.png,270,1229,RI-SXQXXP795276,108,990,1229,LIGHTPINK,255,182,193,1421,999,RI-UXZCWU608237,RI-SXQXXP795276,265297126,H18.30.002.10x.BNST,SL-KFFCYT489056,DO-KFFC4890,H18.30.002.CX.47,H18.30.002,273,51,164,272,142,164,272,142,5776,353
B3,112360965,slice_326.png,325,1476,RI-SWUTUV646921,234,896,1476,LIGHTPINK,255,182,193,1484,1108,RI-QIKMPM482203,RI-SWUTUV646921,265297126,H18.30.002.10x.VLN,SL-KFFCMT489071,DO-KFFC4890,H18.30.002.CX.48,H18.30.002,250,78,151,236,148,151,236,148,19656,1199
B2,112282831,slice_308.png,307,1389,RI-IEFFLD289981,354,1141,1389,LIGHTPINK,255,182,193,1501,1103,RI-WYAVUS443188,RI-IEFFLD289981,265297126,H19.30.002.10x.BM.003,SL-RLQJNI866689,DO-RLQJ8666,H19.30.002.CX.48,H19.30.002,306,102,163,245,120,163,245,120,13770,262
B3,112360837,slice_355.png,354,1600,RI-ZAHIDZ298765,306,1284,1600,LIGHTPINK,255,182,193,1564,1114,RI-KHMGHN488674,RI-ZAHIDZ298765,265297126,H19.30.002.CX50.MEC,SL-RLQJWW866674,DO-RLQJ8666,H19.30.002.CX.50,H19.30.002,333,94,164,227,86,164,227,86,7375.5,133
B3,112360771,slice_368.png,367,1664,RI-CDEFBF459548,584,831,1664,LIGHTPINK,255,182,193,1505,1108,RI-SQXRXW749932,RI-CDEFBF459548,265297126,H19.30.002.CX51.Ig,SL-RLQJHH866663,DO-RLQJ8666,H19.30.002.CX.51,H19.30.002,231,162,121,208,152,121,208,152,9855,166
B2,112282739,slice_284.png,283,1297,RI-JMLLNH491017,460,891,1297,LIGHTPINK,255,182,193,1419,1067,RI-KNOKOS708042,RI-JMLLNH491017,265297126,H19.30.001.CX47.Pu,SL-HBBUDD135255,DO-HBBU1352,H19.30.001.CX.47,H19.30.001,252,133,148,250,148,148,250,148,8929,211
B3,112360965,slice_326.png,325,1476,RI-RNLOQK468035,512,1387,1476,LIGHTPINK,255,182,193,1484,1108,RI-BICCJG295829,RI-RNLOQK468035,265297126,H19.30.001.10x.A35-A36,SL-HBBUWX135273,DO-HBBU1352,H19.30.001.CX.48,H19.30.001,370,139,139,252,64,139,252,64,15091,251
B3,112360849,slice_353.png,352,1588,RI-KHOGGL686380,1016,1025,1588,LIGHTPINK,255,182,193,1502,1139,RI-QYTTWQ348208,RI-KHOGGL686380,265297126,H19.30.001.CX49.MTC,SL-HBBUCZ135225,DO-HBBU1352,H19.30.001.CX.49,H19.30.001,275,264,65,221,126,65,221,126,35745,558
B3,112360771,slice_368.png,367,1664,RI-PIJLHI225609,507,1026,1664,LIGHTPINK,255,182,193,1505,1108,RI-VPQMOP656902,RI-PIJLHI225609,265297126,H19.30.001.10x.CA1R-CA2R-CA3R,SL-HBBUTY135243,DO-HBBU1352,H19.30.001.CX.50,H19.30.001,282,144,139,217,118,139,217,118,13461.5,255
B2,112282627,slice_258.png,257,1165,RI-JEKMGI148697,412,853,1165,LIGHTPINK,255,182,193,1344,1001,RI-LPOHML579703,RI-JEKMGI148697,265297126,H19.30.001.CX46.Pu,SL-HBBUVP135290,DO-HBBU1352,H19.30.001.CX.46,H19.30.001,254,122,148,273,159,148,273,159,25095,318
B2,112282687,slice_271.png,270,1229,RI-CIJEEG368317,91,1068,1229,NAVY,0,0,128,1421,999,RI-DEBBBE153972,RI-CIJEEG368317,265297126,H18.30.002.10x.HTHpo,SL-KFFCYT489056,DO-KFFC4890,H18.30.002.CX.47,H18.30.002,292,48,197,263,133,197,263,133,8780,537
B3,112360965,slice_326.png,325,1476,RI-CHCKFE595662,643,900,1476,NAVY,0,0,128,1484,1108,RI-ZWXEEW863872,RI-CHCKFE595662,265297126,H18.30.002.10x.Idg.003,SL-KFFCMT489071,DO-KFFC4890,H18.30.002.CX.48,H18.30.002,248,175,114,225,148,114,225,148,4762,290
B2,112282831,slice_308.png,307,1389,RI-HBIGBF886341,417,1230,1389,NAVY,0,0,128,1501,1103,RI-ZVVRAX548123,RI-HBIGBF886341,265297126,H19.30.002.10x.La,SL-RLQJNI866689,DO-RLQJ8666,H19.30.002.CX.48,H19.30.002,326,118,151,253,88,151,253,88,22349,426
B3,112360837,slice_355.png,354,1600,RI-HELJHD889177,164,850,1600,NAVY,0,0,128,1564,1114,RI-XZXWXV131555,RI-HELJHD889177,265297126,H19.30.002.CX50.THM1.MNC,SL-RLQJWW866674,DO-RLQJ8666,H19.30.002.CX.50,H19.30.002,227,59,164,221,157,164,221,157,7582.5,137
B2,112282739,slice_284.png,283,1297,RI-ROSMMO217838,310,1056,1297,NAVY,0,0,128,1419,1067,RI-SPUYRR826321,RI-ROSMMO217838,265297126,H19.30.001.CX47.BF,SL-HBBUDD135255,DO-HBBU1352,H19.30.001.CX.47,H19.30.001,294,94,164,249,137,164,249,137,21737,514
B3,112360965,slice_326.png,325,1476,RI-TSSVYV819355,778,768,1476,NAVY,0,0,128,1484,1108,RI-OOQOVR608258,RI-TSSVYV819355,265297126,H19.30.001.10x.A43,SL-HBBUWX135273,DO-HBBU1352,H19.30.001.CX.48,H19.30.001,217,211,90,226,170,90,226,170,45297,754
B3,112360804,slice_362.png,361,1632,RI-DWXWYX533566,757,1273,1632,NAVY,0,0,128,1561,1147,RI-UOOOOR583271,RI-DWXWYX533566,265297126,H19.30.001.CX50.ITC,SL-HBBUTY135243,DO-HBBU1352,H19.30.001.CX.50,H19.30.001,336,198,90,237,65,90,237,65,43873,831
B2,112282699,slice_274.png,273,1249,RI-XWAYDX170242,208,1085,1249,OLIVE,128,128,0,1421,1031,RI-USYXUQ682515,RI-XWAYDX170242,265297126,H18.30.002.10x.SI,SL-KFFCYT489056,DO-KFFC4890,H18.30.002.CX.47,H18.30.002,301,74,165,257,128,165,257,128,7324,448
B2,112282859,slice_313.png,312,1417,RI-DCBBIC250302,113,1091,1417,OLIVE,128,128,0,1451,1144,RI-BZZDBE558505,RI-DCBBIC250302,265297126,H18.30.002.10x.HTHtub,SL-KFFCMT489071,DO-KFFC4890,H18.30.002.CX.48,H18.30.002,299,40,201,242,120,201,242,120,7325.5,446
B2,112282831,slice_308.png,307,1389,RI-GFDFHD761439,373,928,1389,OLIVE,128,128,0,1501,1103,RI-FFABCF667134,RI-GFDFHD761439,265297126,H19.30.002.CX48.GPe,SL-RLQJNI866689,DO-RLQJ8666,H19.30.002.CX.48,H19.30.002,253,111,160,239,157,160,239,157,10218,194
B3,112360965,slice_326.png,325,1476,RI-PQRPRQ665715,643,894,1476,OLIVE,128,128,0,1484,1108,RI-AXTWYR289813,RI-PQRPRQ665715,265297126,H19.30.001.CX48.Idg,SL-HBBUWX135273,DO-HBBU1352,H19.30.001.CX.48,H19.30.001,246,175,114,226,150,114,226,150,3938,65
B2,112282687,slice_271.png,270,1229,RI-MLOKRN252391,70,1133,1229,ORANGE,255,165,0,1421,999,RI-HAGJDC228150,RI-MLOKRN252391,265297126,H18.30.002.10x.HTHso,SL-KFFCYT489056,DO-KFFC4890,H18.30.002.CX.47,H18.30.002,308,44,200,266,126,200,266,126,19774.5,1211
B3,112360820,slice_359.png,358,1616,RI-DYCAWY126562,1036,713,1616,ORANGE,255,165,0,1558,1144,RI-IKIILJ504978,RI-DYCAWY126562,265297126,H18.30.002.10x.STG,SL-KFFCZT489026,DO-KFFC4890,H18.30.002.CX.49,H18.30.002,197,275,65,216,166,65,216,166,3003,183
B2,112282579,slice_248.png,247,1117,RI-SZSAUW677317,145,999,1117,ORANGE,255,165,0,1320,980,RI-BTWUBX209319,RI-SZSAUW677317,265297126,H19.30.002.10x.NAC,SL-RLQJWR866652,DO-RLQJ8666,H19.30.002.CX.46,H19.30.002,296,58,188,276,136,188,276,136,3256.5,54
B2,112282579,slice_248.png,247,1117,RI-LLSRKQ567927,145,999,1117,ORANGE,255,165,0,1320,980,RI-BTWUBX209319,RI-LLSRKQ567927,265297126,H19.30.002.CX46.NAC,SL-RLQJWR866652,DO-RLQJ8666,H19.30.002.CX.46,H19.30.002,296,58,188,272,137,188,272,137,15330,255
B2,112282659,slice_265.png,264,1197,RI-GLEEMJ507238,433,848,1197,ORANGE,255,165,0,1392,1012,RI-YCWZXY910878,RI-GLEEMJ507238,265297126,H19.30.002.CX47.Pu,SL-RLQJDG866647,DO-RLQJ8666,H19.30.002.CX.47,H19.30.002,247,128,139,263,171,139,263,171,19188,359
B3,112360683,slice_392.png,391,1752,RI-ILKKHH497075,42,375,1752,ORANGE,255,165,0,1580,1060,RI-BXWWAA269485,RI-ILKKHH497075,265297126,H19.30.002.10x.A23,SL-RLQJLL866617,DO-RLQJ8666,H19.30.002.CX.52,H19.30.002,125,41,198,180,236,198,180,236,94282.5,1751
B4,112363126,slice_434.png,433,1967,RI-RTPYRP517259,62,506,1967,ORANGE,255,165,0,1576,1116,RI-JRLLJJ587375,RI-RTPYRP517259,265297126,H19.30.001.10x.A23,SL-HBBUTT135271,DO-HBBU1352,H19.30.001.CX.52,H19.30.001,155,39,198,163,195,198,163,195,5344,85
B5,112364175,slice_541.png,540,2434,RI-VATBYV218627,703,1017,2434,ORANGE,255,165,0,1499,959,RI-FFBEGA490879,RI-VATBYV218627,265297126,H19.30.001.CB62.CBL,SL-HBBUCD135228,DO-HBBU1352,H19.30.001.CB.62,H19.30.001,283,189,96,131,84,96,131,84,34282.5,396
B6,112364697,slice_605.png,604,2737,RI-HLJGPH596030,250,348,2737,ORANGE,255,165,0,1096,814,RI-ACEBGJ863434,RI-HLJGPH596030,265297126,H19.30.001.CX58.V1C,SL-HBBUZT135268,DO-HBBU1352,H19.30.001.CX.58,H19.30.001,167,73,170,57,154,170,57,154,14352,126
B4,112363258,slice_401.png,400,1835,RI-VQTPSP696840,129,920,1835,PURPLE,128,0,128,1524,1112,RI-NSOSSP483921,RI-VQTPSP696840,265297126,H18.30.002.10x.SC,SL-KFFCKO489066,DO-KFFC4890,H18.30.002.CX.51,H18.30.002,260,48,197,198,120,197,198,120,8218,528
B4,112363146,slice_429.png,428,1947,RI-OGIGKI180784,117,1377,1947,PURPLE,128,0,128,1528,1072,RI-CWYWDB825600,RI-OGIGKI180784,265297126,H18.30.002.10x.IO,SL-KFFCFM489091,DO-KFFC4890,H18.30.002.CX.52,H18.30.002,376,52,188,199,40,188,199,40,11061.5,678
B1,102291588,slice_164.png,163,726,RI-PIKJJL695168,673,319,726,PURPLE,128,0,128,1179,856,RI-ACFZDB762449,RI-PIKJJL695168,265297126,H19.30.002.10x.A46,SL-RLQJII866689,DO-RLQJ8666,H19.30.002.CX.43,H19.30.002,150,205,96,299,240,96,299,240,14400,158
B3,112360888,slice_344.png,343,1552,RI-BFCBAD300560,1010,1024,1552,PURPLE,128,0,128,1507,1075,RI-WXTTQU741380,RI-BFCBAD300560,265297126,H19.30.002.CX49.MTC,SL-RLQJQV866644,DO-RLQJ8666,H19.30.002.CX.49,H19.30.002,274,273,53,232,119,53,232,119,28473.5,494
B3,112360771,slice_368.png,367,1664,RI-EJJBJD167960,368,967,1664,PURPLE,128,0,128,1505,1108,RI-TNTNST232557,RI-EJJBJD167960,265297126,H19.30.002.10x.LG,SL-RLQJHH866663,DO-RLQJ8666,H19.30.002.CX.51,H19.30.002,271,109,148,211,128,148,211,128,21358,361
B2,112282739,slice_284.png,283,1297,RI-HEEAIJ809354,142,775,1297,PURPLE,128,0,128,1419,1067,RI-NJIKHQ264635,RI-HEEAIJ809354,265297126,H19.30.001.10x.ANC,SL-HBBUDD135255,DO-HBBU1352,H19.30.001.CX.47,H19.30.001,223,50,170,256,177,170,256,177,46195.5,1093
B3,112360771,slice_368.png,367,1664,RI-FEGGZY655171,300,742,1664,PURPLE,128,0,128,1505,1108,RI-NPTKKK994042,RI-FEGGZY655171,265297126,H19.30.001.10x.LP,SL-HBBUTY135243,DO-HBBU1352,H19.30.001.CX.50,H19.30.001,215,92,164,203,173,164,203,173,18259,345
B3,112360683,slice_392.png,391,1752,RI-SWRVYX981490,106,1006,1752,PURPLE,128,0,128,1580,1060,RI-VURPNR246128,RI-SWRVYX981490,265297126,H19.30.001.10x.SC,SL-HBBULN135262,DO-HBBU1352,H19.30.001.CX.51,H19.30.001,263,41,201,205,124,201,205,124,25519.5,463
